"Odds.homeWin","Odds.draw","Odds.awayWin","halfTime_score_Home","halfTime_score_Away","fullTime_score_Home","fullTime_score_Away","homeTeam","awayTeam","winner"
2.34,3.01,3.25,1,1,1,1,"Birmingham City FC","Coventry City FC","DRAW"
2.39,3.19,2.98,0,0,0,0,"Nottingham Forest FC","Barnsley FC","DRAW"
2.18,3.28,3.28,1,0,1,0,"Derby County FC","Bristol City FC","HOME_TEAM"
3.27,3.17,2.23,1,0,1,0,"Sheffield Wednesday FC","Preston North End FC","HOME_TEAM"
2.72,3.18,2.58,1,1,1,1,"Huddersfield Town AFC","Stoke City FC","DRAW"
1.79,3.48,4.7,0,2,1,2,"Watford FC","Queens Park Rangers FC","AWAY_TEAM"
3.25,3.16,2.21,0,0,0,0,"Millwall FC","Norwich City FC","DRAW"
2.8,3.2,2.55,1,2,1,2,"Coventry City FC","Nottingham Forest FC","AWAY_TEAM"
1.5,4.65,5.54,0,2,1,2,"AFC Bournemouth","Sheffield Wednesday FC","AWAY_TEAM"
3.28,3.08,2.28,0,0,0,0,"Wycombe Wanderers FC","Birmingham City FC","DRAW"
2.59,3.33,2.68,0,0,3,0,"Rotherham United FC","Derby County FC","HOME_TEAM"
1.7,3.72,5.06,1,2,3,2,"Brentford FC","Bristol City FC","HOME_TEAM"
2.97,3.13,2.46,1,0,2,0,"Swansea City AFC","Norwich City FC","HOME_TEAM"
3.59,3.24,2.11,0,0,0,0,"Coventry City FC","Watford FC","DRAW"
2.88,3.19,2.49,0,0,1,0,"Queens Park Rangers FC","Blackburn Rovers FC","HOME_TEAM"
2.46,3.15,2.94,0,0,0,0,"Stoke City FC","Reading FC","DRAW"
3.2,2.97,2.42,1,4,1,4,"Middlesbrough FC","Brentford FC","AWAY_TEAM"
2.36,3.37,2.92,0,2,1,2,"Preston North End FC","Rotherham United FC","AWAY_TEAM"
2.96,3.12,2.46,0,2,0,2,"Bristol City FC","Cardiff City FC","AWAY_TEAM"
2.28,3.18,3.22,1,1,1,1,"Luton Town FC","Huddersfield Town AFC","DRAW"
2.03,3.21,3.85,1,1,4,1,"Millwall FC","Sheffield Wednesday FC","HOME_TEAM"
1.63,3.83,5.4,1,2,3,2,"AFC Bournemouth","Birmingham City FC","HOME_TEAM"
3.14,3.22,2.3,0,3,0,3,"Wycombe Wanderers FC","Nottingham Forest FC","AWAY_TEAM"
3.04,3.26,2.39,0,2,1,2,"Rotherham United FC","Cardiff City FC","AWAY_TEAM"
1.86,3.47,4.24,1,0,2,0,"Sheffield Wednesday FC","Wycombe Wanderers FC","HOME_TEAM"
3.28,3.28,2.18,1,3,1,3,"Reading FC","Brentford FC","AWAY_TEAM"
1.89,3.33,4.26,1,2,1,2,"Blackburn Rovers FC","Preston North End FC","AWAY_TEAM"
3.26,3.09,2.28,0,0,0,0,"Nottingham Forest FC","AFC Bournemouth","DRAW"
1.8,3.48,4.47,2,1,4,1,"Norwich City FC","Stoke City FC","HOME_TEAM"
2.49,3.01,2.99,0,1,0,1,"Birmingham City FC","Luton Town FC","AWAY_TEAM"
2.78,3.1,2.58,2,1,2,1,"Derby County FC","Middlesbrough FC","HOME_TEAM"
1.73,3.73,4.45,2,3,2,3,"Huddersfield Town AFC","Wycombe Wanderers FC","AWAY_TEAM"
2.08,3.34,3.49,2,1,3,1,"Cardiff City FC","Coventry City FC","HOME_TEAM"
1.73,3.56,4.69,4,0,6,0,"Watford FC","Bristol City FC","HOME_TEAM"
2.08,3.34,3.49,1,2,1,2,"Reading FC","Millwall FC","AWAY_TEAM"
1.69,3.6,5,0,2,0,2,"Brentford FC","Barnsley FC","AWAY_TEAM"
3.37,3.18,2.18,0,1,0,1,"Preston North End FC","Watford FC","AWAY_TEAM"
1.98,3.38,3.73,0,0,1,0,"Stoke City FC","Sheffield Wednesday FC","HOME_TEAM"
1.83,3.48,4.24,2,1,2,1,"Middlesbrough FC","Huddersfield Town AFC","HOME_TEAM"
3.27,3.28,2.18,0,2,0,2,"Bristol City FC","Reading FC","AWAY_TEAM"
3.73,3.38,1.98,0,2,1,2,"Wycombe Wanderers FC","Derby County FC","AWAY_TEAM"
2.68,3.34,2.52,0,2,0,2,"Luton Town FC","Cardiff City FC","AWAY_TEAM"
2.08,3.34,3.47,0,0,1,0,"Swansea City AFC","Nottingham Forest FC","HOME_TEAM"
3.47,3.34,2.08,0,1,2,1,"Queens Park Rangers FC","Brentford FC","HOME_TEAM"
3.74,3.39,1.98,0,2,0,2,"Coventry City FC","Norwich City FC","AWAY_TEAM"
2.28,3.08,3.27,1,0,2,0,"Millwall FC","Birmingham City FC","HOME_TEAM"
2.67,3.27,2.58,0,1,2,1,"Barnsley FC","Blackburn Rovers FC","HOME_TEAM"
1.58,3.87,5.48,1,0,1,0,"AFC Bournemouth","Rotherham United FC","HOME_TEAM"
1.8,3.48,4.47,2,1,2,1,"Watford FC","Derby County FC","HOME_TEAM"
4.47,3.48,1.8,1,0,2,0,"Coventry City FC","Brentford FC","HOME_TEAM"
3.38,3.19,2.18,0,1,2,1,"Queens Park Rangers FC","AFC Bournemouth","HOME_TEAM"
2.14,3.19,3.48,1,0,3,0,"Stoke City FC","Luton Town FC","HOME_TEAM"
1.58,3.87,5.52,1,0,1,0,"Norwich City FC","Rotherham United FC","HOME_TEAM"
2.47,3.21,2.83,1,0,1,0,"Nottingham Forest FC","Blackburn Rovers FC","HOME_TEAM"
2.29,3.11,3.22,0,1,0,1,"Sheffield Wednesday FC","Birmingham City FC","AWAY_TEAM"
3.22,3.11,2.29,0,1,0,1,"Bristol City FC","Barnsley FC","AWAY_TEAM"
3.37,3.28,2.14,1,1,4,1,"Huddersfield Town AFC","Swansea City AFC","HOME_TEAM"
2.18,3.28,3.28,1,0,4,0,"Cardiff City FC","Preston North End FC","HOME_TEAM"
1.69,3.6,5,0,0,0,0,"Millwall FC","Wycombe Wanderers FC","DRAW"
2.39,3.19,2.98,0,2,0,2,"Reading FC","Middlesbrough FC","AWAY_TEAM"
3.98,3.45,1.92,1,3,1,3,"Birmingham City FC","Norwich City FC","AWAY_TEAM"
2.15,3.26,3.47,1,0,2,0,"Derby County FC","Huddersfield Town AFC","HOME_TEAM"
1.74,3.78,4.53,0,3,1,3,"Middlesbrough FC","Bristol City FC","AWAY_TEAM"
2.54,3.21,2.8,0,1,1,1,"Luton Town FC","Millwall FC","DRAW"
3,3.24,2.38,0,1,0,1,"Rotherham United FC","Nottingham Forest FC","AWAY_TEAM"
3.97,3.7,1.86,0,0,1,0,"Wycombe Wanderers FC","Reading FC","HOME_TEAM"
1.7,3.63,4.98,0,0,1,0,"Swansea City AFC","Coventry City FC","HOME_TEAM"
1.48,4.41,6.15,1,0,3,0,"Brentford FC","Sheffield Wednesday FC","HOME_TEAM"
2.24,3.2,3.27,1,0,2,0,"Barnsley FC","Stoke City FC","HOME_TEAM"
2.53,3.15,2.84,1,3,2,3,"Blackburn Rovers FC","Watford FC","AWAY_TEAM"
2.28,3.3,3.11,0,0,0,0,"Preston North End FC","Queens Park Rangers FC","DRAW"
1.98,3.42,3.74,0,2,1,2,"AFC Bournemouth","Cardiff City FC","AWAY_TEAM"
2.6,3.2,2.75,0,1,1,1,"Derby County FC","Nottingham Forest FC","DRAW"
2.39,3.24,2.99,0,0,1,0,"AFC Bournemouth","Watford FC","HOME_TEAM"
1.78,3.51,4.58,1,1,1,1,"Blackburn Rovers FC","Coventry City FC","DRAW"
1.59,3.73,6.09,0,3,1,3,"Swansea City AFC","Bristol City FC","AWAY_TEAM"
2.59,3.09,2.83,0,1,2,1,"Birmingham City FC","Queens Park Rangers FC","HOME_TEAM"
2.39,3.24,2.99,0,1,1,1,"Middlesbrough FC","Cardiff City FC","DRAW"
2.1,3.35,3.51,1,0,3,0,"Preston North End FC","Huddersfield Town AFC","HOME_TEAM"
1.72,3.54,5.11,0,1,2,1,"Brentford FC","Stoke City FC","HOME_TEAM"
2.3,3.14,3.25,0,2,3,2,"Luton Town FC","Sheffield Wednesday FC","HOME_TEAM"
2.45,3.13,2.99,1,1,2,1,"Barnsley FC","Millwall FC","HOME_TEAM"
3.29,3.3,2.2,0,1,0,1,"Rotherham United FC","Reading FC","AWAY_TEAM"
6.62,3.82,1.54,0,2,0,2,"Wycombe Wanderers FC","Norwich City FC","AWAY_TEAM"
2.29,3.12,3.31,0,1,1,1,"Huddersfield Town AFC","Birmingham City FC","DRAW"
1.98,3.42,3.76,1,0,4,0,"Cardiff City FC","Derby County FC","HOME_TEAM"
2.99,3.31,2.35,1,2,1,2,"Coventry City FC","Middlesbrough FC","AWAY_TEAM"
2.25,3.21,3.28,1,1,2,1,"Millwall FC","Preston North End FC","HOME_TEAM"
2.04,3.39,3.6,0,1,0,1,"Nottingham Forest FC","Luton Town FC","AWAY_TEAM"
2.35,3.31,2.99,1,0,1,0,"Reading FC","Blackburn Rovers FC","HOME_TEAM"
2.45,3.3,2.84,1,0,1,0,"Norwich City FC","Brentford FC","HOME_TEAM"
2.49,3.3,2.79,1,3,1,3,"Queens Park Rangers FC","Barnsley FC","AWAY_TEAM"
1.4,4.52,7.77,1,0,2,0,"Watford FC","Wycombe Wanderers FC","HOME_TEAM"
2.29,3.15,3.23,0,2,1,2,"Sheffield Wednesday FC","Rotherham United FC","AWAY_TEAM"
4.01,3.54,1.88,1,2,1,2,"Bristol City FC","AFC Bournemouth","AWAY_TEAM"
3.25,3.14,2.3,1,2,1,2,"Stoke City FC","Swansea City AFC","AWAY_TEAM"
3.27,3.28,2.18,0,0,0,0,"Huddersfield Town AFC","Cardiff City FC","DRAW"
2.07,3.35,3.51,1,0,1,0,"Watford FC","Nottingham Forest FC","HOME_TEAM"
1.89,3.48,3.97,1,1,2,1,"Swansea City AFC","Middlesbrough FC","HOME_TEAM"
1.63,3.68,5.46,0,0,2,0,"Stoke City FC","Wycombe Wanderers FC","HOME_TEAM"
1.53,3.99,6.03,2,0,3,0,"Norwich City FC","Luton Town FC","HOME_TEAM"
3.22,3.11,2.29,0,1,1,1,"Preston North End FC","AFC Bournemouth","DRAW"
2.64,3.08,2.72,0,2,0,2,"Bristol City FC","Queens Park Rangers FC","AWAY_TEAM"
2.57,3.07,2.81,1,0,1,0,"Coventry City FC","Derby County FC","HOME_TEAM"
2.43,3.13,2.97,0,2,0,2,"Millwall FC","Blackburn Rovers FC","AWAY_TEAM"
1.89,3.49,3.96,0,0,1,0,"Barnsley FC","Birmingham City FC","HOME_TEAM"
1.84,3.48,4.21,1,0,3,0,"Reading FC","Sheffield Wednesday FC","HOME_TEAM"
2.28,3.26,3.15,1,1,1,1,"Blackburn Rovers FC","Swansea City AFC","DRAW"
1.79,3.49,4.48,1,0,1,0,"Queens Park Rangers FC","Wycombe Wanderers FC","HOME_TEAM"
2.39,3.16,3.04,0,0,0,0,"Barnsley FC","Derby County FC","DRAW"
3.3,3.3,2.2,0,1,0,1,"Blackburn Rovers FC","Brentford FC","AWAY_TEAM"
3.5,3.36,2.11,0,1,0,1,"Luton Town FC","Swansea City AFC","AWAY_TEAM"
2.11,3.36,3.5,0,1,0,1,"Queens Park Rangers FC","Huddersfield Town AFC","AWAY_TEAM"
2.31,3.1,3.28,0,3,0,3,"Birmingham City FC","Bristol City FC","AWAY_TEAM"
2.55,3.26,2.75,0,1,1,1,"Nottingham Forest FC","Reading FC","DRAW"
2.51,3,3.04,0,1,0,1,"Derby County FC","Millwall FC","AWAY_TEAM"
2.25,3.19,3.29,2,0,3,0,"Middlesbrough FC","Stoke City FC","HOME_TEAM"
2.75,3.1,2.64,1,2,1,2,"Cardiff City FC","Watford FC","AWAY_TEAM"
2.11,3.36,3.5,2,3,2,3,"AFC Bournemouth","Barnsley FC","AWAY_TEAM"
3.3,3.3,2.2,1,0,1,0,"Wycombe Wanderers FC","Preston North End FC","HOME_TEAM"
4.98,3.64,1.7,1,2,1,2,"Sheffield Wednesday FC","Norwich City FC","AWAY_TEAM"
3.48,3.34,2.08,0,2,2,2,"Derby County FC","Brentford FC","DRAW"
2.22,3.17,3.28,1,0,2,0,"Middlesbrough FC","Preston North End FC","HOME_TEAM"
1.97,3.37,3.74,0,0,0,0,"Cardiff City FC","Stoke City FC","DRAW"
2.28,3.1,3.22,2,0,2,0,"Luton Town FC","Coventry City FC","HOME_TEAM"
3.48,3.34,2.08,0,4,1,4,"Rotherham United FC","Watford FC","AWAY_TEAM"
2.32,3.07,3.19,2,0,3,0,"AFC Bournemouth","Swansea City AFC","HOME_TEAM"
2.32,3.27,2.98,0,2,3,2,"Queens Park Rangers FC","Millwall FC","HOME_TEAM"
3.28,3.27,2.17,0,2,0,2,"Nottingham Forest FC","Norwich City FC","AWAY_TEAM"
3.96,3.47,1.89,0,3,1,3,"Wycombe Wanderers FC","Barnsley FC","AWAY_TEAM"
1.84,3.47,4.19,0,0,0,0,"Blackburn Rovers FC","Bristol City FC","DRAW"
2.98,3.18,2.38,1,1,2,1,"Birmingham City FC","Reading FC","HOME_TEAM"
2.51,3.21,2.84,1,1,1,1,"Sheffield Wednesday FC","Huddersfield Town AFC","DRAW"
1.79,3.59,4.3,1,1,1,1,"Brentford FC","Nottingham Forest FC","DRAW"
2.13,3.28,3.38,0,0,1,0,"Stoke City FC","Derby County FC","HOME_TEAM"
1.8,3.48,4.48,0,1,1,1,"Norwich City FC","Blackburn Rovers FC","DRAW"
2.18,3.28,3.28,0,1,0,1,"Preston North End FC","Luton Town FC","AWAY_TEAM"
2.18,3.28,3.28,0,2,0,2,"Bristol City FC","Rotherham United FC","AWAY_TEAM"
1.84,3.48,4.23,0,0,0,0,"Coventry City FC","Wycombe Wanderers FC","DRAW"
1.69,3.5,5.21,1,0,3,0,"Watford FC","Birmingham City FC","HOME_TEAM"
2.43,3.28,2.83,1,0,1,0,"Millwall FC","Middlesbrough FC","HOME_TEAM"
1.71,3.49,5.01,0,2,1,2,"Barnsley FC","Sheffield Wednesday FC","AWAY_TEAM"
2.08,3.34,3.5,0,1,1,1,"Reading FC","Queens Park Rangers FC","DRAW"
2.28,3.28,3.09,0,1,0,1,"Swansea City AFC","Cardiff City FC","AWAY_TEAM"
2.08,3.35,3.49,2,0,3,0,"Queens Park Rangers FC","Coventry City FC","HOME_TEAM"
2.17,3.28,3.29,1,0,2,0,"Derby County FC","Luton Town FC","HOME_TEAM"
3.82,3.28,1.99,0,1,1,1,"Preston North End FC","Norwich City FC","DRAW"
3.08,3.01,2.41,0,2,0,2,"Bristol City FC","Stoke City FC","AWAY_TEAM"
2.13,3.28,3.38,0,1,0,1,"Cardiff City FC","Nottingham Forest FC","AWAY_TEAM"
1.54,4.27,5.38,1,0,1,0,"Watford FC","Sheffield Wednesday FC","HOME_TEAM"
1.84,3.4,4.3,0,0,1,0,"Millwall FC","Rotherham United FC","HOME_TEAM"
1.84,3.48,4.2,1,1,3,1,"AFC Bournemouth","Middlesbrough FC","HOME_TEAM"
4.45,3.5,1.79,0,0,1,0,"Wycombe Wanderers FC","Blackburn Rovers FC","HOME_TEAM"
2.28,3.11,3.22,0,1,1,1,"Barnsley FC","Reading FC","DRAW"
3.49,3.19,2.14,0,0,1,0,"Birmingham City FC","Swansea City AFC","HOME_TEAM"
3.71,3.27,2.03,1,1,1,1,"Huddersfield Town AFC","Brentford FC","DRAW"
3.16,3.04,2.34,0,1,1,1,"Middlesbrough FC","Watford FC","DRAW"
3.02,3.27,2.31,0,2,0,2,"Blackburn Rovers FC","AFC Bournemouth","AWAY_TEAM"
1.85,3.34,4.33,0,1,0,1,"Swansea City AFC","Preston North End FC","AWAY_TEAM"
2.35,3.01,3.18,1,2,1,2,"Stoke City FC","Millwall FC","AWAY_TEAM"
2.19,3.27,3.25,1,1,3,1,"Nottingham Forest FC","Queens Park Rangers FC","HOME_TEAM"
3.33,3.31,2.15,0,2,1,2,"Luton Town FC","Barnsley FC","AWAY_TEAM"
2.38,3.18,2.98,1,1,3,1,"Coventry City FC","Bristol City FC","HOME_TEAM"
2.15,3.27,3.32,1,1,3,1,"Reading FC","Derby County FC","HOME_TEAM"
1.83,3.39,4.36,0,3,0,3,"Rotherham United FC","Wycombe Wanderers FC","AWAY_TEAM"
3.48,3.34,2.07,3,0,5,0,"Sheffield Wednesday FC","Cardiff City FC","HOME_TEAM"
1.62,3.65,5.51,0,0,0,0,"Brentford FC","Birmingham City FC","DRAW"
1.43,4.37,6.94,5,0,7,0,"Norwich City FC","Huddersfield Town AFC","HOME_TEAM"
1.87,3.47,4.12,2,0,2,0,"Watford FC","Reading FC","HOME_TEAM"
3.23,3.09,2.31,0,3,0,3,"Millwall FC","Swansea City AFC","AWAY_TEAM"
1.98,3.38,3.74,1,1,4,1,"Queens Park Rangers FC","Sheffield Wednesday FC","HOME_TEAM"
3.19,3.03,2.35,1,0,2,0,"Birmingham City FC","Stoke City FC","HOME_TEAM"
4.46,3.74,1.74,0,1,0,1,"Derby County FC","Norwich City FC","AWAY_TEAM"
3.48,3.34,2.08,0,5,0,5,"Preston North End FC","Brentford FC","AWAY_TEAM"
3.09,3.19,2.32,0,0,0,0,"Bristol City FC","Nottingham Forest FC","DRAW"
2.18,3.29,3.27,0,0,0,0,"Huddersfield Town AFC","Rotherham United FC","DRAW"
1.86,3.45,4.15,1,2,2,2,"Cardiff City FC","Blackburn Rovers FC","DRAW"
2.18,3.28,3.28,0,0,2,0,"Barnsley FC","Middlesbrough FC","HOME_TEAM"
1.54,3.99,5.91,2,1,4,1,"AFC Bournemouth","Coventry City FC","HOME_TEAM"
3.02,3.31,2.3,1,3,1,3,"Wycombe Wanderers FC","Luton Town FC","AWAY_TEAM"
3.31,3.32,2.2,0,2,1,2,"Huddersfield Town AFC","AFC Bournemouth","AWAY_TEAM"
3.57,3.25,2.09,0,2,0,2,"Sheffield Wednesday FC","Swansea City AFC","AWAY_TEAM"
2.68,3.08,2.68,0,1,3,1,"Rotherham United FC","Queens Park Rangers FC","HOME_TEAM"
2.4,3.04,3.15,0,1,0,1,"Rotherham United FC","Coventry City FC","AWAY_TEAM"
2.43,3.28,2.82,1,1,2,1,"Blackburn Rovers FC","Derby County FC","HOME_TEAM"
2.18,3.28,3.28,0,1,1,1,"Reading FC","Cardiff City FC","DRAW"
1.49,4.11,6.45,0,2,2,2,"Swansea City AFC","Wycombe Wanderers FC","DRAW"
2.29,3.08,3.28,0,0,0,0,"Stoke City FC","Preston North End FC","DRAW"
2.09,3.28,3.52,0,2,0,2,"Nottingham Forest FC","Huddersfield Town AFC","AWAY_TEAM"
2.09,3.34,3.48,1,1,1,1,"Sheffield Wednesday FC","Bristol City FC","DRAW"
1.98,3.38,3.74,1,2,1,2,"Middlesbrough FC","Queens Park Rangers FC","AWAY_TEAM"
1.59,3.87,5.43,0,0,0,0,"Brentford FC","Millwall FC","DRAW"
3.74,3.38,1.98,0,0,1,0,"Luton Town FC","Watford FC","HOME_TEAM"
1.84,3.48,4.2,1,3,1,3,"Norwich City FC","AFC Bournemouth","AWAY_TEAM"
2.68,3.22,2.58,0,1,0,1,"Rotherham United FC","Birmingham City FC","AWAY_TEAM"
3.62,3.45,2,1,0,2,0,"Coventry City FC","Barnsley FC","HOME_TEAM"
2.1,3.33,3.51,0,1,0,1,"Norwich City FC","Watford FC","AWAY_TEAM"
1.76,3.53,4.74,0,1,1,1,"Brentford FC","Cardiff City FC","DRAW"
1.85,3.38,4.45,0,1,0,1,"Swansea City AFC","Queens Park Rangers FC","AWAY_TEAM"
2.83,3.15,2.55,1,0,1,0,"Sheffield Wednesday FC","Blackburn Rovers FC","HOME_TEAM"
2.24,3.23,3.26,1,0,3,0,"Preston North End FC","Derby County FC","HOME_TEAM"
3.09,3.21,2.34,0,4,1,4,"Millwall FC","AFC Bournemouth","AWAY_TEAM"
2.62,3.11,2.77,1,2,1,2,"Rotherham United FC","Middlesbrough FC","AWAY_TEAM"
3.01,3.28,2.36,0,1,2,1,"Wycombe Wanderers FC","Bristol City FC","HOME_TEAM"
2.12,3.27,3.49,0,3,2,3,"Stoke City FC","Coventry City FC","AWAY_TEAM"
2.27,3.22,3.22,0,1,1,1,"Birmingham City FC","Nottingham Forest FC","DRAW"
3.38,3.27,2.17,0,1,0,1,"Huddersfield Town AFC","Barnsley FC","AWAY_TEAM"
3.09,3.27,2.31,0,0,0,0,"Luton Town FC","Reading FC","DRAW"
2.42,3.33,2.89,0,1,0,1,"AFC Bournemouth","Brentford FC","AWAY_TEAM"
2.02,3.44,3.65,2,2,5,2,"Blackburn Rovers FC","Huddersfield Town AFC","HOME_TEAM"
4.19,3.64,1.84,0,3,1,3,"Queens Park Rangers FC","Norwich City FC","AWAY_TEAM"
2.53,3.12,2.94,0,1,1,1,"Nottingham Forest FC","Stoke City FC","DRAW"
2.43,3.18,3.01,1,2,1,2,"Derby County FC","Birmingham City FC","AWAY_TEAM"
2.05,3.33,3.71,1,1,3,1,"Middlesbrough FC","Sheffield Wednesday FC","HOME_TEAM"
1.56,3.97,6.04,1,1,2,1,"Cardiff City FC","Wycombe Wanderers FC","HOME_TEAM"
2.46,3.21,2.93,0,1,0,1,"Coventry City FC","Preston North End FC","AWAY_TEAM"
1.62,3.77,5.69,1,0,1,0,"Watford FC","Millwall FC","HOME_TEAM"
1.75,3.64,4.73,1,0,1,0,"Barnsley FC","Rotherham United FC","HOME_TEAM"
2.35,3.24,3.09,1,2,2,2,"Reading FC","Swansea City AFC","DRAW"
2.46,3.18,2.98,2,3,2,3,"Bristol City FC","Luton Town FC","AWAY_TEAM"
1.37,4.86,7.19,1,0,1,0,"Brentford FC","Rotherham United FC","HOME_TEAM"
2.52,3.29,2.82,0,0,0,0,"Sheffield Wednesday FC","Nottingham Forest FC","DRAW"
2,3.42,3.75,0,1,2,1,"Swansea City AFC","Derby County FC","HOME_TEAM"
2.31,3.16,3.24,0,2,0,2,"Stoke City FC","Queens Park Rangers FC","AWAY_TEAM"
1.66,3.93,4.99,1,1,4,1,"Norwich City FC","Reading FC","HOME_TEAM"
2.87,3.23,2.51,0,4,0,4,"Birmingham City FC","Cardiff City FC","AWAY_TEAM"
3.2,3.21,2.31,1,0,2,0,"Preston North End FC","Barnsley FC","HOME_TEAM"
2.45,3.32,2.85,0,1,1,1,"Huddersfield Town AFC","Coventry City FC","DRAW"
2.31,3.32,3.1,0,0,2,0,"Brentford FC","Watford FC","HOME_TEAM"
2.61,3.14,2.81,1,1,1,1,"Luton Town FC","Middlesbrough FC","DRAW"
2,3.42,3.75,2,1,4,1,"Millwall FC","Bristol City FC","HOME_TEAM"
2.6,3.26,2.74,0,1,1,1,"Rotherham United FC","Blackburn Rovers FC","DRAW"
5.05,3.9,1.66,1,0,1,0,"Wycombe Wanderers FC","AFC Bournemouth","HOME_TEAM"
2.3,3.13,3.23,0,0,0,0,"Luton Town FC","Rotherham United FC","DRAW"
1.98,3.37,3.75,2,2,5,2,"Blackburn Rovers FC","Birmingham City FC","HOME_TEAM"
1.98,3.37,3.75,1,1,3,1,"Queens Park Rangers FC","Luton Town FC","HOME_TEAM"
2.43,3.08,2.98,1,2,1,2,"Nottingham Forest FC","Preston North End FC","AWAY_TEAM"
2.27,3.27,3.08,0,3,3,3,"Derby County FC","Sheffield Wednesday FC","DRAW"
